[09:24:00	]doctor sex has connected.
[13:54:39	]C24:i3.XRAY-91[E] ran 'take' on item 'Kitchen Knife' (#22442)
[13:54:43	]C24:i3.XRAY-91[E] ran 'take' on item 'Kitchen Knife' (#22442)
[13:54:43	]C24:i3.XRAY-91[E] has gained a 'Kitchen Knife' #22442.
[13:54:46	][ME] Harry David: Yaralarını dikişler
[13:54:49	]C24:i3.XRAY-91[E] has used a context menu option with the name: remove
[13:54:49	]C24:i5.UNION-11 ran 'take' on item 'Sivil Koruma Rasyonu' (#22732)
[13:54:49	]C24:i5.UNION-11 has gained a 'Sivil Koruma Rasyonu' #22732.
[13:54:50	]C24:i5.UNION-11 entered observer.
[13:54:50	][ME] Harry David: 1/5
[13:54:51	][ME] Harry David: 2/5
[13:54:53	][ME] Harry David: 3/5
[13:54:53	]Ford Noyer entered observer.
[13:54:54	][LOOC] Albert Black: öldürünce ck atma geçmem karaktere o sırada ticket açarım
[13:54:56	]Ford Noyer exited observer at their location.
[13:54:57	]C24:i5.UNION-11 exited observer at their location.
[13:54:57	][ME] Harry David: 4/5
[13:55:00	][ME] Harry David: 5/5
[13:55:08	][ME] Harry David: Dezenfekteli Bandaj ile kolunu sarar
[13:55:13	][LOOC] C24:i3.XRAY-91[E]: ck atacağım malesef, ticket kabul görürse acarım geri
[13:55:14	]Harry David ran 'give' on item 'Bandaj Rulosu' (#22604)
[13:55:14	]Harry David has performed the 'Use Bandaj Rulosu' action, gaining 15 experience in medicine.
[13:55:14	]Polat Kara was bandaged by Harry David for 21 HP.
[13:55:14	][LOOC] Polat Kara: nasıl do dan konuşucam
[13:55:16	]C24:i5.UNION-11 has used a context menu option with the name: door_lockunlock
[13:55:17	]Harry David ran 'give' on item 'Bandaj Rulosu' (#22605)
[13:55:17	]Harry David has performed the 'Use Bandaj Rulosu' action, gaining 15 experience in medicine.
[13:55:17	]Polat Kara was bandaged by Harry David for 21 HP.
[13:55:17	]Albert Black was knocked unconscious and is bleeding out.
[13:55:18	]Harry David ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#22609)
[13:55:18	]Harry David has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 3 experience in medicine.
[13:55:18	]Polat Kara was disinfected by Harry David for 193 seconds.
[13:55:18	]Polat Kara was bandaged by Harry David for 21 HP.
[13:55:19	]Albert Black was killed while bleeding out.
[13:55:19	]execution_hurt has killed Albert Black with trigger_hurt.
[13:55:19	]Albert Black has dropped: Tulum pantolonu. (#16759); Flashlight (#18730); Makas (#22586); Eskimiş Koyu Ayakkabı (#16760); Boş Kavanoz (#22682); Ameliyat maskesi (#22310); Sigara (#19298); Araç Kiti (#22527); Zippo Çakmak (#22062); Sigara (#19299); Kırmızı Bere (#22223); Karanlık Hava Ceketi (#22368); Flashlight (#22224); Sigara (#19300); Sigara (#19301); 3x Yapıştırıcı (#22582); Boş Breen'in Suyu (#22683); POS Terminal (#19467);
[13:55:22	][IC] C24:i5.UNION-11: <:: Hmph. ::>
[13:55:24	][LOOC] Harry David: /it /me
[13:55:25	]C24:i3.XRAY-91[E] used command '/CharBan albert'.
[13:55:26	][IC] C24:i5.UNION-11: <:: Ne yapmış? ::>
[13:55:27	]The Buzdolabı container (#2920) was set to PK HOLD.
[13:55:27	]C24:i3.XRAY-91[E] just banned a character with the name Albert Black '#423'
[13:55:28	]Scientist used command '/PM xray he geri açabiliyorsan ck yı tamam'.
[13:55:28	]Igor Makarov exited observer at their location.
[13:55:29	]Igor Makarov entered observer.
[13:55:29	]Igor Makarov exited observer at their location.
[13:55:33	]Ford Noyer has gained a 'Bilgisayar Parçaları' #22733.
[13:55:38	][IC] C24:i3.XRAY-91[E]: <:: Sana saldırmıştıya çatı katında. ::>
[13:55:38	]Igor Makarov has used a context menu option with the name: rb655_door_lock
[13:55:38	]Igor Makarov entered observer.
[13:55:41	][IC] C24:i3.XRAY-91[E]: <:: Onlardan birisi. ::>
[13:55:43	]Igor Makarov exited observer at their location.
[13:55:43	][IC] C24:i5.UNION-11: <:: O adam mı? ::>
[13:55:44	]Igor Makarov ran 'Equip' on item 'Crowbar' (#22731)
[13:55:45	][IC] C24:i5.UNION-11: <:: Pekala. ::>
[13:55:46	][IC] C24:i3.XRAY-91[E]: <:: Evet. ::>
[13:55:46	][IT] Polat Kara: kişi kendini zor tutuyor gibi gözüküyordur
[13:55:48	]C24:i3.XRAY-91[E] ran 'drop' on item 'Kitchen Knife' (#22442)
[13:55:48	]C24:i3.XRAY-91[E] has lost a 'Kitchen Knife' #22442.
[13:55:49	]C24:i3.XRAY-91[E] ran 'drop' on item 'Dikişli Kumaş' (#22639)
[13:55:49	]C24:i3.XRAY-91[E] has lost a 'Dikişli Kumaş' #22639.
[13:55:50	]John Freeman has gained a 'Boş Votka Şişesi' #22734.
[13:55:53	][Y] Harry David: HEY.
[13:55:55	]env_entity_dissolver destroyed a 'Dikişli Kumaş' #22639.
[13:55:55	]env_entity_dissolver destroyed a 'Kitchen Knife' #22442.
[13:55:57	]Harry David ran 'RequestCp' on item 'Talep Cihazı' (#22351)
[13:55:59	]Polat Kara used command '/ExitAct'.
[13:56:03	]C24:i3.XRAY-91[E] used command '/CharGiveItem 91 Suitcase 1'.
[13:56:03	]C24:i3.XRAY-91[E] has gained a 'Bavul' #22735.
[13:56:08	][Y] Igor Makarov: Direnişciler geri döndü!
[13:56:12	]C24:i3.XRAY-91[E] ran 'combine' on item 'Bavul' (#22735)
[13:56:15	]C24:i5.UNION-11 entered observer.
[13:56:16	]C24:i5.UNION-11 exited observer at their location.
[13:56:17	][IC] Harry David: Çağırdım.
[13:56:18	]Igor Makarov entered observer.
[13:56:31	][IC] Harry David: YARDIM EDIN.
[13:56:32	][IC] Harry David: CAMDAN SALDIRDIO.
[13:56:33	]Ford Noyer ran 'EquipUn' on item 'Crowbar' (#22632)
[13:56:40	]C24:i3.XRAY-91[E] used command '/Radio 10-76 62'.
[13:56:41	]Harry David used command '/PM MAKAROV NOCLIPLE KAÇMADIN DEMI'.
[13:56:47	]C24:i3.XRAY-91[E] used command '/ToggleRaise'.
[13:56:54	]Igor Makarov used command '/Reply hayır'.
[13:56:56	][IC] C24:i3.XRAY-91[E]: <:: Hmph. ::>
[13:57:01	][IC] Harry David: Burdan saldırdı.
[13:57:02	]Igor Makarov exited observer at their location.
[13:57:04	]C24:i3.XRAY-91[E] used command '/ToggleRaise'.
[13:57:05	][IC] C24:i3.XRAY-91[E]: <:: Dur. ::>
[13:57:06	]Igor Makarov entered observer.
[13:57:08	]Igor Makarov exited observer at their location.
[13:57:10	]Igor Makarov entered observer.
[13:57:11	][IC] C24:i3.XRAY-91[E]: <:: Ben buradaydim zaten. ::>
[13:57:13	]Ford Noyer entered observer.
[13:57:16	][IC] Harry David: Ama saldırdı.
[13:57:16	][IC] C24:i3.XRAY-91[E]: <:: Buradan gelemez. ::>
[13:57:19	]Ford Noyer opened the 'Large Metal Cabinet' #2937 container.
[13:57:23	]Ford Noyer has transferred a 'Crowbar' #22632 to a container with the name 'Large Metal Cabinet' #2937.
[13:57:25	]Ford Noyer has transferred a 'Bilgisayar Parçaları' #22733 to a container with the name 'Large Metal Cabinet' #2937.
[13:57:26	][IC] Harry David: Az önce kaçtı.
[13:57:27	]Ford Noyer closed the 'Large Metal Cabinet' #2937 container.
[13:57:32	][IC] Harry David: Elindeki levyeeyle.
[13:57:32	]Ford Noyer exited observer at their location.
[13:57:34	]Igor Makarov used command '/PM 11 poster asma ney'.
[13:57:48	]Igor Makarov used command '/PM polat onlar sivil koruma'.
[13:57:52	][IC] C24:i3.XRAY-91[E]: <:: Yok. ::>
[13:57:56	]Igor Makarov used command '/PM polat mümkünse memur deme'.
[13:58:05	]Scientist loaded the character 'C24:i3.VICE-66[E]'
[13:58:07	]Igor Makarov used command '/PM polat sivi koruma de'.
[13:58:21	]Polat Kara is fully healed.
[13:58:27	]C24:i3.XRAY-91[E] used command '/Radio 10-32 Kayıp'.
[13:58:32	]Ford Noyer entered observer.
[13:58:55	]C24:i3.VICE-66[E] ran SAM command 'asay' with arguments: 'failrp olarak düşündüğüm bir rol(i3-xray)(albert black(CK)) beni ve xrayi çeker misiniz admin side a rolde değil'
[13:58:55	]C24:i3.XRAY-91[E] used command '/Radio 10-78*'.
[13:59:02	]C24:i3.XRAY-91[E] claimed a report by C24:i3.VICE-66[E] (Scientist).
[13:59:05	][IC] C24:i3.VICE-66[E]: <:: Değilse. ::>
[13:59:06	]C24:i3.XRAY-91[E] used command '/PM 66 discordda'.
[13:59:09	]Igor Makarov ran SAM command 'goto' with arguments: 'xray'
[13:59:09	]C24:i3.XRAY-91[E] used command '/PM 66 ticket ac'.
[13:59:15	]C24:i3.VICE-66[E] used command '/PM xray he tamam'.
[13:59:16	][IC] Harry David: Bencede.
[13:59:18	]Ford Noyer exited observer at their location.
[13:59:20	]Ford Noyer entered observer.
[13:59:23	]Ford Noyer exited observer at their location.
[13:59:37	]C24:i3.XRAY-91[E] used command '/Radio 10-7'.
[13:59:48	]Hoo Lee Fuk loaded the character 'John Brookly'
[13:59:50	]John Brookly entered observer.
[14:00:04	][IC] C24:i5.UNION-11: <:: Hmph. ::>
[14:00:09	][IC] Ford Noyer: Woaw.
[14:00:11	][LOOC] C24:i5.UNION-11: missclick
[14:00:17	][IC] C24:i5.UNION-11: <:: Evet? ::>
[14:00:19	][IC] Ford Noyer: Behind you!
[14:00:53	]Igor Makarov used command '/PanelAdd https://prnt.sc/bos6uDqSzETr 1 80'.
[14:00:59	]Ford Noyer entered observer.
[14:00:59	]Ford Noyer exited observer at their location.
[14:01:00	]Harry David used command '/PM brookly 261 e bakarmısın ticket'.
[14:01:03	]Igor Makarov exited observer at their location.
[14:01:06	]Igor Makarov entered observer.
[14:01:15	]C24:i5.UNION-11 used command '/Radio 10-96 ihtimali, Plaza. Gözlüklü ve sakallı bir adam.'.
[14:01:15	]Igor Makarov exited observer at their location.
[14:01:18	]Igor Makarov used command '/PanelAdd https://prnt.sc/bos6uDqSzETr 1 80'.
[14:01:19	]Igor Makarov entered observer.
[14:01:23	]Ford Noyer entered observer.
[14:01:25	]Ford Noyer exited observer at their location.
[14:01:32	]Igor Makarov used command '/PM 11 nasıl kullanıyoruz'.
[14:01:34	]John Brookly opened the 'Dropped Items' #3003 container.
[14:01:36	]Igor Makarov used command '/PM 11 panelleri'.
[14:01:36	]John Brookly closed the 'Dropped Items' #3003 container.
[14:01:37	]John Brookly has used a context menu option with the name: remove
[14:01:45	]C24:i5.UNION-11 used command '/PM Igor Makarov yetkili komutlarda var'.
[14:01:58	]Igor Makarov used command '/PM 11 ekledim ama gözükmüyor duvarad'.
[14:02:00	]Scientist has unloaded their "C24:i3.VICE-66[E]" character.
[14:02:02	]Igor Makarov used command '/PM 11 duvarda'.
[14:02:06	]C24:i5.UNION-11 used command '/PM Igor bekle'.
[14:02:06	]C24:i5.UNION-11 entered observer.
[14:02:19	]John Freeman used command '/ActStand 4'.
[14:02:23	]C24:i5.UNION-11 used command '/PM Igor dm'den bana imgur linkini at bi'.
[14:02:30	]C24:i5.UNION-11 exited observer at their location.
[14:02:30	]Polat Kara ran 'Equip' on item 'Açık Gri Kol Bandı' (#22588)
[14:02:31	]C24:i5.UNION-11 entered observer.
[14:02:31	]Igor Makarov used command '/PM 11 imgurmu olması lazım'.
[14:02:31	]C24:i5.UNION-11 exited observer at their location.
[14:02:39	]C24:i5.UNION-11 used command '/PM Igor evet'.
[14:02:43	][W] Ford Noyer: These Combine bastards just don't give up!
[14:03:07	][IC] C24:i5.UNION-11: <:: Hmph. ::>
[14:03:24	][IC] C24:i5.UNION-11: <:: Sivil, aşağı! ::>
[14:03:50	]Ford Noyer has gained level 16 in the Hız skill.
[14:03:51	]John Freeman used command '/ExitAct'.
[14:04:02	]Igor Makarov used command '/PanelAdd https://imgur.com/ZfoHbVa 1 80'.
[14:04:03	]John Brookly used command '/PM 11 knk'.
[14:04:03	]Harry David has taken 5 damage from John Freeman.
[14:04:03	]John Freeman has damaged Harry David, dealing 5.0015 with ix_hands
[14:04:04	]Igor Makarov exited observer at their location.
[14:04:05	]Harry David has taken 5 damage from John Freeman.
[14:04:05	]John Freeman has damaged Harry David, dealing 5.0018 with ix_hands
[14:04:06	]Igor Makarov used command '/PanelAdd https://imgur.com/ZfoHbVa 1 80'.
[14:04:06	]Harry David has taken 5 damage from John Freeman.
[14:04:06	]John Freeman has damaged Harry David, dealing 5.0021 with ix_hands
[14:04:06	]C24:i5.UNION-11 is fully healed.
[14:04:07	]Igor Makarov entered observer.
[14:04:07	]Harry David has taken 5 damage from John Freeman.
[14:04:07	]John Freeman has damaged Harry David, dealing 5.0024 with ix_hands
[14:04:07	]C24:i5.UNION-11 used command '/PM John he'.
[14:04:08	]Harry David has taken 5 damage from John Freeman.
[14:04:08	]John Freeman has damaged Harry David, dealing 5.0027 with ix_hands
[14:04:17	]C24:i5.UNION-11 used command '/PM John Brookly evet?'.
[14:04:21	]C24:i5.UNION-11 entered observer.
[14:04:27	]John Brookly used command '/PM 11 RB-3 catıkatında senin silahını aldılarmı?'.
[14:04:29	]John Freeman used command '/PM c24 yanlış adama yazıyon'.
[14:04:29	]Igor Makarov used command '/PM 11 sese gelsene'.
[14:04:30	]John Brookly used command '/PM 11 stunstick'.
[14:04:39	]Igor Makarov has hit Polat Kara in the head dealing 45 damage (CritChance was -0.15).
[14:04:39	]Polat Kara has taken 45 damage from Igor Makarov.
[14:04:51	]Igor Makarov ran 'EquipUn' on item 'Crowbar' (#22731)
[14:04:52	]Igor Makarov ran 'drop' on item 'Crowbar' (#22731)
[14:04:52	]Igor Makarov has lost a 'Crowbar' #22731.
[14:05:00	]Polat Kara ran 'take' on item 'Crowbar' (#22731)
[14:05:00	]Polat Kara has gained a 'Crowbar' #22731.
[14:05:05	]C24:i5.UNION-11 exited observer at their location.
[14:05:06	]C24:i5.UNION-11 entered observer.
[14:05:06	]C24:i5.UNION-11 exited observer at their location.
[14:05:16	]C24:i5.UNION-11 used command '/PM Igor geldim ses'.
[14:05:22	]Polat Kara ran 'drop' on item 'Crowbar' (#22731)
[14:05:22	]Polat Kara has lost a 'Crowbar' #22731.
[14:05:36	][IT] Polat Kara: kişinin kafası kanıyordur
[14:05:40	][IC] Ford Noyer: Gel doktora.
[14:06:05	]Igor Makarov has fired a toolgun with the name: remover
[14:06:08	]John Brookly used command '/PM 11 cevap vercenmi'.
[14:06:09	]Harry David has dropped: 6x Bandaj Rulosu (#20194); Fil Avcısı Pantolonu (#22042); 1x Dezenfekte Bandaj Rulosu (#22609); 3x Adrenalin (#20195); 3x Adrenalin (#20196); 6x Bandaj Rulosu (#20197); 4x Kan Stabilizatörü (#20198); Talep Cihazı (#22351); 1x Kan Şırıngası (#20199); 6x Dezenfektan (#20200); 1x Plastik Çöp (#22434); 6x Dezenfektan (#20201); 1x Dezenfekte Bandaj Rulosu (#22684); 4x Dezenfekte Bandaj Rulosu (#20202); 3x Cerrahi Kit (#20210); 5x Bandaj Rulosu (#22605); 4x Dezenfekte Bandaj Rulosu (#20203); CMRU Level 5 Access Keycard (#21382); Laboratuvar Önlüğü (#20212); Toplumun Doktoru Madalyası (#20192); 1x Dezenfekte Bandaj Rulosu (#22685); USP-45 (#22359); 2x Sağlık Kiti (#20207); Medikal Eldivenler (#20205); Gri Pantolon (#20213); Ameliyat maskesi (#20204); 3x Bandaj Rulosu (#22604); 2x Sağlık Kiti (#20206); Beyaz Kar (#21833); Boş Breen'in Suyu (#22440); Fil Avcısı (#21834); 17rnd Usp-Şarjörü (#22360); 17rnd Usp-Şarjörü (#18224); 2x İlk Yardım Kiti (#22607); 4x Ağrı Kesici (#20209); Beyaz işbirlikçi kol bandı (#21379); 1x Dikişli Kumaş (#22703); Flashlight (#20211);
[14:06:09	]Igor Makarov ran SAM command 'slay' with arguments: 'STEAM_0:1:608254786'
[14:06:12	]John Brookly used command '/PM 11 cevap vercenmi?'.
[14:06:14	]John Brookly opened the 'Dropped Items' #3026 container.
[14:06:16	]John Brookly closed the 'Dropped Items' #3026 container.
[14:06:18	][LOOC] John Brookly: ?
[14:06:22	]Harry David has gone afk.
[14:06:28	]Igor Makarov ran SAM command 'respawn' with arguments: 'harry'
[14:06:29	][LOOC] John Brookly: napıyon la
[14:06:30	]C24:i5.UNION-11 opened the 'Dropped Items' #3026 container.
[14:06:30	]C24:i5.UNION-11 closed the 'Dropped Items' #3026 container.
[14:06:32	]Harry David is no longer afk. Total time spent AFK: 305
[14:06:39	]Harry David ran SAM command 'goto' with arguments: 'makarov'
[14:06:39	]C24:i5.UNION-11 opened the 'Dropped Items' #3026 container.
[14:06:42	]C24:i5.UNION-11 closed the 'Dropped Items' #3026 container.
[14:06:42	]Harry David entered observer.
[14:06:44	]C24:i5.UNION-11 opened the 'Dropped Items' #3026 container.
[14:06:44	]C24:i5.UNION-11 closed the 'Dropped Items' #3026 container.
[14:06:45	]Harry David ran SAM command 'goto' with arguments: 'makarov'
[14:06:48	]Scientist loaded the character 'C24:i3.VICE-66[E]'
[14:06:48	]John Brookly exited observer at their location.
[14:06:49	]John Brookly entered observer.
[14:06:49	]Harry David used command '/PM makarov NAPTIN'.
[14:06:50	]John Brookly exited observer at their location.
[14:06:52	]Harry David used command '/PM makarov NAPTIN'.
[14:06:53	]Harry David used command '/PM makarov NAPTIN'.
[14:06:53	]Harry David used command '/PM makarov NAPTIN'.
[14:06:54	]Harry David used command '/PM makarov NAPTIN'.
[14:06:55	]Harry David used command '/PM makarov NAPTIN'.
[14:06:58	][IC] Ford Noyer: Ahah.
[14:06:59	]John Brookly used command '/PM 11 cevap vercenmi?'.
[14:07:03	]John Brookly used command '/PM 11 RB-3 catıkatında senin silahını aldılarmı?'.
[14:07:06	]John Brookly used command '/PM 11 stunstick'.
[14:07:16	]Harry David ran SAM command 'asay' with arguments: 'LUCİFER MALMISIN'
[14:07:21	]Harry David ran SAM command 'asay' with arguments: 'AFKKEN NİYE ÖLDÜRÜYORSUN'
[14:07:36	][LOOC] C24:i5.UNION-11: ben sana yazmaya başladığımda John Brookly olarak değil John Freeman olarak geçtiği için öyle oluyor. 
[14:07:38	]Scientist (STEAM_0:1:533519973) has disconnected.
[14:07:47	][LOOC] John Brookly: evet hayır?
[14:07:55	]Harry David ran SAM command 'goto' with arguments: 'brookly'
[14:07:57	][LOOC] John Brookly: evet hayır?
[14:07:59	][LOOC] C24:i5.UNION-11: hayır
[14:08:00	]Harry David used command '/PM brookly ben neden öldüm aq'.
[14:08:06	][LOOC] John Brookly: adamın üzerinden
[14:08:09	][LOOC] John Brookly: stunstick cıktı
[14:08:14	][LOOC] John Brookly: senden aldıgını söyledi
[14:08:16	][LOOC] John Brookly: ?
[14:08:24	][LOOC] C24:i5.UNION-11: dogru almıstı
[14:08:33	][IC] John Brookly: Ok.
[14:08:34	]Harry David used command '/PM brookly ben neden öldüm anlat'.
[14:08:38	]John Brookly entered observer.
[14:08:41	]John Brookly used command '/PM harry slay attı adam'.
[14:08:44	]Igor Makarov has used a context menu option with the name: rb655_door_close
[14:08:46	]John Brookly used command '/PM harry ne anlatıyım'.
[14:08:47	]Igor Makarov has used a context menu option with the name: rb655_door_open
[14:08:48	]Harry David used command '/PM brookly eşyalarımı geri verebilcenmi'.
[14:08:53	]John Brookly used command '/PM harry nexus içinde'.
[14:08:54	]C24:i5.UNION-11 entered observer.
[14:08:56	]Igor Makarov exited observer at their location.
[14:08:59	]C24:i5.UNION-11 exited observer at their location.
[14:09:01	]John Brookly used command '/PM harry goto at'.
[14:09:02	]Harry David used command '/PM brookly enrde'.
[14:09:03	]John Brookly used command '/PM harry goto at'.
[14:09:04	]Igor Makarov entered observer.
[14:09:04	]John Brookly used command '/PM harry goto at'.
[14:09:05	]Harry David ran SAM command 'goto' with arguments: 'brookly'
[14:09:06	]Harry David opened the 'Dropped Items' #3026 container.
[14:09:09	]Harry David has gained a 'Bandaj Rulosu' #22605 from a container with the name 'Dropped Items' #3026.
[14:09:10	]Harry David has gained a 'Bandaj Rulosu' #22604 from a container with the name 'Dropped Items' #3026.
[14:09:14	]Harry David has gained a 'Talep Cihazı' #22351 from a container with the name 'Dropped Items' #3026.
[14:09:17	]Harry David has gained a '17rnd Usp-Şarjörü' #22360 from a container with the name 'Dropped Items' #3026.
[14:09:18	]Harry David has gained a '17rnd Usp-Şarjörü' #18224 from a container with the name 'Dropped Items' #3026.
[14:09:21	]Igor Makarov exited observer at their location.
[14:09:26	]Igor Makarov entered observer.
[14:09:37	][IC] Igor Makarov: That... Almost made sense.
[14:09:41	][IC] Igor Makarov: That... Almost made sense.
[14:09:43	][IC] Igor Makarov: That... Almost made sense.
[14:09:46	][IC] Igor Makarov: That... Almost made sense.
[14:09:49	]C24:i5.UNION-11 ran 'combine' on item '17rnd Usp-Şarjörü' (#21750)
[14:09:49	]Harry David has gained a 'Fil Avcısı' #21834 from a container with the name 'Dropped Items' #3026.
[14:09:50	]Harry David has gained a 'Fil Avcısı Pantolonu' #22042 from a container with the name 'Dropped Items' #3026.
[14:09:50	]C24:i5.UNION-11 has gained a '17rnd Usp-Şarjörü' #21759.
[14:09:50	]C24:i5.UNION-11 has lost a '17rnd Usp-Şarjörü' #21750.
[14:09:52	]Harry David has gained a 'Laboratuvar Önlüğü' #20212 from a container with the name 'Dropped Items' #3026.
[14:09:53	]Harry David has gained a 'CMRU Level 5 Access Keycard' #21382 from a container with the name 'Dropped Items' #3026.
[14:09:55	][IC] Igor Makarov: Behind you!
[14:09:55	]Harry David closed the 'Dropped Items' #3026 container.
[14:09:59	]Igor Makarov exited observer at their location.
[14:10:00	]Igor Makarov entered observer.
[14:10:00	][IC] Ford Noyer: Behind you!
[14:10:01	]Harry David opened the 'Dropped Items' #3026 container.
[14:10:03	][IC] Igor Makarov: Behind you!
[14:10:05	]Harry David has gained a 'USP-45' #22359 from a container with the name 'Dropped Items' #3026.
[14:10:06	][IC] Ford Noyer: Behind you!
[14:10:07	][IC] Igor Makarov: Behind you!
[14:10:10	][IC] Igor Makarov: Behind you!
[14:10:17	][IC] Ford Noyer: Combine!
[14:10:19	][Y] Igor Makarov: Behind you!
[14:10:22	][IC] Ford Noyer: Combine!
[14:10:27	]Harry David has gained a 'Ameliyat maskesi' #20204 from a container with the name 'Dropped Items' #3026.
[14:10:29	]Harry David has gained a 'Dezenfekte Bandaj Rulosu' #22685 from a container with the name 'Dropped Items' #3026.
[14:10:30	]Harry David has gained a 'Beyaz Kar' #21833 from a container with the name 'Dropped Items' #3026.
[14:10:31	]Harry David has gained a 'Dezenfekte Bandaj Rulosu' #20202 from a container with the name 'Dropped Items' #3026.
[14:10:33	][IC] C24:i5.UNION-11: <:: Sivil, Ses uyumsuzluğu yapmaya devam edersen Sosyal kredinden keseceğim. ::>
[14:10:34	]Harry David has gained a 'Dezenfektan' #20200 from a container with the name 'Dropped Items' #3026.
[14:10:35	]Harry David has gained a 'Dezenfekte Bandaj Rulosu' #20203 from a container with the name 'Dropped Items' #3026.
[14:10:37	]Harry David closed the 'Dropped Items' #3026 container.
[14:10:37	]Igor Makarov used command '/PanelAdd https://imgur.com/ZfoHbVa.png 1 80'.
[14:10:49	][IC] C24:i5.UNION-11: <:: Unit is on-duty; 10-8. ::>
[14:10:53	][IC] Ford Noyer: Combine!
[14:10:55	]Polat Kara ran 'take' on item 'Crowbar' (#22731)
[14:10:55	]Polat Kara has gained a 'Crowbar' #22731.
[14:11:02	]Polat Kara ran 'Equip' on item 'Crowbar' (#22731)
[14:11:04	]Igor Makarov used command '/PM 11 oldu'.
[14:11:07	][IC] C24:i5.UNION-11: <:: Bu paçavra, ne? ::>
[14:11:14	]Polat Kara ran 'EquipUn' on item 'Crowbar' (#22731)
[14:11:15	]Harry David opened the 'Dropped Items' #3026 container.
[14:11:17	]Harry David has gained a 'Plastik Çöp' #22434 from a container with the name 'Dropped Items' #3026.
[14:11:18	]Harry David has gained a 'Gri Pantolon' #20213 from a container with the name 'Dropped Items' #3026.
[14:11:19	]Harry David has gained a 'Medikal Eldivenler' #20205 from a container with the name 'Dropped Items' #3026.
[14:11:20	]Harry David has gained a 'Bandaj Rulosu' #20197 from a container with the name 'Dropped Items' #3026.
[14:11:22	]Harry David has gained a 'Adrenalin' #20195 from a container with the name 'Dropped Items' #3026.
[14:11:23	]Harry David has gained a 'Adrenalin' #20196 from a container with the name 'Dropped Items' #3026.
[14:11:23	]Harry David has gained a 'Toplumun Doktoru Madalyası' #20192 from a container with the name 'Dropped Items' #3026.
[14:11:25	]Harry David has gained a 'Sağlık Kiti' #20206 from a container with the name 'Dropped Items' #3026.
[14:11:26	]Harry David has gained a 'İlk Yardım Kiti' #22607 from a container with the name 'Dropped Items' #3026.
[14:11:30	]Harry David has gained a 'Dezenfekte Bandaj Rulosu' #22609 from a container with the name 'Dropped Items' #3026.
[14:11:31	]Harry David has gained a 'Dezenfektan' #20201 from a container with the name 'Dropped Items' #3026.
[14:11:44	]Harry David has gained a 'Boş Breen'in Suyu' #22440 from a container with the name 'Dropped Items' #3026.
[14:11:46	]Harry David has gained a 'Beyaz işbirlikçi kol bandı' #21379 from a container with the name 'Dropped Items' #3026.
[14:11:48	]John Freeman ran 'Open' on item 'Rasyon' (#22716)
[14:11:48	]John Freeman has gained a 'Yapay Macun' #22736.
[14:11:48	]John Freeman has gained a 'Breen'in Suyu' #22737.
[14:11:48	]John Freeman has gained a '15 Kredi Kuponu' #22738.
[14:11:51	]C24:i5.UNION-11 has critically hit Ford Noyer dealing 8 damage (CritChance was 0.97).
[14:11:51	]Ford Noyer has taken 7 damage from C24:i5.UNION-11.
[14:11:52	]Harry David has gained a 'Ağrı Kesici' #20209 from a container with the name 'Dropped Items' #3026.
[14:11:52	]John Freeman ran 'Use' on item '15 Kredi Kuponu' (#22738)
[14:11:53	]Harry David has gained a 'Dikişli Kumaş' #22703 from a container with the name 'Dropped Items' #3026.
[14:11:55	]John Freeman has used a coupon at a ration dispenser, gaining 15 credits.
[14:11:55	]Harry David has gained a 'Flashlight' #20211 from a container with the name 'Dropped Items' #3026.
[14:11:57	]Harry David closed the 'Dropped Items' #3026 container.
[14:11:58	]Igor Makarov used command '/PanelAdd https://imgur.com/ZfoHbVa.png 0.5 80'.
[14:12:07	]Igor Makarov used command '/PanelAdd https://imgur.com/ZfoHbVa.png 0.5 80'.
[14:12:12	]Harry David opened the 'Dropped Items' #3026 container.
[14:12:13	]Harry David closed the 'Dropped Items' #3026 container.
[14:12:13	][IC] Ford Noyer: These Combine bastards just don't give up!
[14:12:15	]Igor Makarov used command '/PanelAdd https://imgur.com/ZfoHbVa.png 0.5 80'.
[14:12:18	]Igor Makarov used command '/PanelAdd https://imgur.com/ZfoHbVa.png 0.5 80'.
[14:12:24	]Harry David opened the 'Dropped Items' #3026 container.
[14:12:24	]Harry David closed the 'Dropped Items' #3026 container.
[14:12:26	]Harry David opened the 'Dropped Items' #3026 container.
[14:12:26	]Harry David closed the 'Dropped Items' #3026 container.
[14:12:27	]Igor Makarov used command '/PanelAdd https://imgur.com/ZfoHbVa.png 0.5 80'.
[14:12:27	]Harry David opened the 'Dropped Items' #3026 container.
[14:12:29	]Harry David has gained a 'Bandaj Rulosu' #20194 from a container with the name 'Dropped Items' #3026.
[14:12:30	]Harry David has gained a 'Kan Şırıngası' #20199 from a container with the name 'Dropped Items' #3026.
[14:12:32	]Harry David has gained a 'Dezenfekte Bandaj Rulosu' #22684 from a container with the name 'Dropped Items' #3026.
[14:12:34	]Harry David has gained a 'Cerrahi Kit' #20210 from a container with the name 'Dropped Items' #3026.
[14:12:35	]Harry David has gained a 'Kan Stabilizatörü' #20198 from a container with the name 'Dropped Items' #3026.
[14:12:38	]Harry David closed the 'Dropped Items' #3026 container.
