[12:56:08	]Chogacz has connected.
[21:19:54	]John Veles ran 'ShowLog' on item 'Terminal płatniczy' (#981)
[21:20:06	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[21:20:07	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[21:20:11	]Austin Adamczyk has fired a toolgun with the name: camera
[21:20:11	]Austin Adamczyk has fired a toolgun with the name: camera
[21:20:14	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[21:20:27	]Adrian Koko used command '/PM taka krecik puka w taborecik'.
[21:20:59	]Austin Adamczyk has fired a toolgun with the name: camera
[21:21:00	]John Veles entered observer.
[21:21:01	]John Veles exited observer at their location.
[21:21:06	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[21:21:07	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[21:21:09	]John Veles entered observer.
[21:21:10	]John Veles exited observer at their location.
[21:21:16	]John Veles entered observer.
[21:21:17	]John Veles exited observer at their location.
[21:21:44	]Adrian Koko used command '/ExitAct'.
[21:21:46	]Adrian Koko entered observer.
[21:21:51	]Takajin Amano used command '/ExitAct'.
[21:22:00	]John Veles ran 'RequestCredits' on item 'Terminal płatniczy' (#981)
[21:22:02	][IC] Takajin Amano: *Kaszle*.
[21:22:03	]Adrian Koko exited observer at their location.
[21:22:08	]Adrian Koko opened the 'Breen' stash.
[21:22:10	]Takajin Amano used command '/ActSit 6'.
[21:22:11	]Takajin Amano used command '/ExitAct'.
[21:22:12	]Takajin Amano used command '/ActSit 7'.
[21:22:12	]Adrian Koko closed the 'Breen' stash.
[21:22:13	]Austin Adamczyk (CID: 23414, item: 912) has send 20 credits to John Veles (CID: 16494, item: 608) via POS device for 'Zakup spodni'.
[21:22:19	][W] Adrian Koko: Wszystko masz w nosie breena.
[21:22:30	][W] Takajin Amano: Mój lord...
[21:22:31	][W] Adrian Koko: Żetony mają być do końca tygodnia...
[21:22:37	]Takajin Amano used command '/ExitAct'.
[21:22:38	]Takajin Amano opened the 'Breen' stash.
[21:22:39	][W] Adrian Koko: Kurwiszonie.
[21:22:40	]John Veles ran 'RequestCredits' on item 'Terminal płatniczy' (#981)
[21:22:41	]Takajin Amano has lost a 'Papieros' #1073.
[21:22:41	]Takajin Amano has transferred a 'Papieros' #1073 to a container with the name 'Breen' #106.
[21:22:43	]Takajin Amano closed the 'Breen' stash.
[21:22:45	]Takajin Amano opened the 'Breen' stash.
[21:22:45	]Takajin Amano closed the 'Breen' stash.
[21:22:46	]Takajin Amano opened the 'Breen' stash.
[21:22:50	]Austin Adamczyk (CID: 23414, item: 912) has send 20 credits to John Veles (CID: 16494, item: 608) via POS device for 'Zakup koszuli'.
[21:22:50	]Takajin Amano closed the 'Breen' stash.
[21:22:54	]Takajin Amano used command '/ActSit 7'.
[21:23:03	]Takajin Amano used command '/ExitAct'.
[21:23:05	]John Veles entered observer.
[21:23:07	]Takajin Amano used command '/ActStand 1'.
[21:23:10	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[21:23:10	]Takajin Amano used command '/ExitAct'.
[21:23:11	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[21:23:14	]Adrian Koko entered observer.
[21:23:31	]Austin Adamczyk ran 'RequestCredits' on item 'Terminal płatniczy' (#977)
[21:23:44	]Takajin Amano (CID: 17862, item: 666) has send 25 credits to Austin Adamczyk (CID: 23414, item: 912) via POS device for 'Zakup spodni'.
[21:23:53	]Adrian Koko has used a context menu option with the name: skin
[21:23:58	]John Veles ran 'ShowLog' on item 'Terminal płatniczy' (#981)
[21:24:01	]Adrian Koko has used a context menu option with the name: skin
[21:24:06	]Adrian Koko has used a context menu option with the name: skin
[21:24:06	]John Veles ran 'drop' on item 'Terminal płatniczy' (#981)
[21:24:06	]John Veles has lost a 'Terminal płatniczy' #981.
[21:24:09	]Austin Adamczyk ran 'take' on item 'Terminal płatniczy' (#981)
[21:24:09	]Austin Adamczyk has gained a 'Terminal płatniczy' #981.
[21:24:10	]Adrian Koko has used a context menu option with the name: skin
[21:24:12	]Adrian Koko has used a context menu option with the name: skin
[21:24:17	]Austin Adamczyk ran 'ShowLog' on item 'Terminal płatniczy' (#981)
[21:24:31	]Adrian Koko ran 'ShowLog' on item 'Terminal płatniczy' (#671)
[21:24:33	][IC] Takajin Amano: Kaszle.
[21:24:39	]Austin Adamczyk ran 'ShowLog' on item 'Terminal płatniczy' (#981)
[21:24:46	]Austin Adamczyk ran 'drop' on item 'Terminal płatniczy' (#977)
[21:24:46	]Austin Adamczyk has lost a 'Terminal płatniczy' #977.
[21:24:48	]John Veles ran 'take' on item 'Terminal płatniczy' (#977)
[21:24:48	]John Veles has gained a 'Terminal płatniczy' #977.
[21:24:49	][IC] Takajin Amano: *Kaszle*.
[21:24:50	]Austin Adamczyk ran 'Bind' on item 'Terminal płatniczy' (#981)
[21:24:59	]Austin Adamczyk ran 'ShowLog' on item 'Terminal płatniczy' (#981)
[21:25:01	][IC] Takajin Amano: Nie powinniśmy się czymś zająć?
[21:25:11	][IC] Takajin Amano: Nie wiem jak ty, ale ja jestem gotów przyłączyć się do Civil Protection tylko po to, żeby dostać przyzwoity posiłek.
[21:25:17	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[21:25:20	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[21:25:20	][IC] Takajin Amano: Lepiej tego nie dało się ująć.
[21:25:36	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[21:26:04	]Adrian Koko exited observer at their location.
[21:26:07	][IC] Adrian Koko: Cheese.
[21:26:08	][IC] Takajin Amano: Aaaaaaa!
[21:26:11	][IC] Adrian Koko: Cheese.
[21:26:15	][IC] Takajin Amano: Lepiej tego nie dało się ująć.
[21:26:22	][IC] Adrian Koko: Nie mogę pozbyć się tej melodii z głowy... *Pogwizduje*.
[21:26:24	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[21:26:25	]Takajin Amano opened the 'Breen' stash.
[21:26:27	]Takajin Amano has lost a 'Wzmocniona zielona kamizelka' #888.
[21:26:27	]Takajin Amano has transferred a 'Wzmocniona zielona kamizelka' #888 to a container with the name 'Breen' #106.
[21:26:29	]John Veles exited observer at their location.
[21:26:29	]Takajin Amano has lost a 'Czarna fedora' #1089.
[21:26:29	]Takajin Amano has transferred a 'Czarna fedora' #1089 to a container with the name 'Breen' #106.
[21:26:30	]Takajin Amano closed the 'Breen' stash.
[21:26:31	]Adrian Koko used command '/ActStand 5'.
[21:26:33	][IC] John Veles: On cough2.
[21:26:34	]Takajin Amano ran 'smoke' on item 'Papieros' (#1073)
[21:26:34	]Adrian Koko used command '/ExitAct'.
[21:26:37	][IC] Adrian Koko: Nie mogę pozbyć się tej melodii z głowy... *Pogwizduje*.
[21:26:51	][IC] Adrian Koko: Wreszcie zapowiada się na zmianę!
[21:26:55	][IC] John Veles: *Kaszle*.
[21:26:57	][IC] John Veles: On;  *kaszle*.
[21:27:02	][IC] Takajin Amano: Kaszle;  kaszle2;  kaszle3.
[21:27:03	][IC] Takajin Amano: Aha.
[21:27:04	][IC] Takajin Amano: Deibl.
[21:27:07	][IC] John Veles: *Kaszle* *kaszle*.
[21:27:08	][IC] Takajin Amano: *Kaszle* *kaszle* *kaszle*.
[21:27:10	]John Veles entered observer.
[21:27:11	]John Veles exited observer at their location.
[21:27:12	][IC] John Veles: Nepal.
[21:27:14	][IC] John Veles: *Kaszle* *kaszle*.
[21:27:15	][IC] Takajin Amano: Jezu! To miejsce było pełne historii!
[21:27:16	][PICKUP DISPENSER] tomasz hedzik ( Austin Adamczyk ) picked up an item from the pickup dispenser.
[21:27:16	]Austin Adamczyk has gained a 'Ciemnoszara kraciasta kurtka' #1096.
[21:27:19	][IC] John Veles: Za tobą!
[21:27:20	][IC] Takajin Amano: Skupmy się na naszym zadaniu.
[21:27:22	]Adrian Koko has given himself a drug_demon.
[21:27:22	]Adrian Koko has gained a 'Demon's Bees' #1097.
[21:27:23	][IC] Takajin Amano: Spróbuj powiedzieć „To musiało boleć”, a cię zabiję.
[21:27:26	]Adrian Koko ran 'give' on item 'Demon's Bees' (#1097)
[21:27:26	]Takajin Amano has gained a level 4 short boost in Siła.
[21:27:26	]Takajin Amano has gained a level 4 short boost in Zręczność.
[21:27:26	]Takajin Amano has gained a level -7 short boost in Inteligencja.
[21:27:26	]Takajin Amano has gained a level 6 short boost in Percepcja.
[21:27:26	]Adrian Koko has gained a 'Strzykawka' #1098.
[21:27:28	]Takajin Amano ran 'Equip' on item 'Nóż kuchenny' (#937)
[21:27:31	][IC] John Veles: That's gotta hurt.
[21:27:35	][IC] John Veles: Agh, trafili mnie!
[21:27:40	][IC] Takajin Amano: Długo tu nie wytrzymamy!
[21:27:42	][IC] John Veles: Wydaje mi się, że ich nie doceniliśmy.
[21:27:45	][IC] Takajin Amano: Za jakie grzechy?
[21:27:49	][IC] John Veles: Cholera, zdejmijcie to!
[21:27:50	][IC] Takajin Amano: *Ból* Trafili mnie!
[21:27:59	]Adrian Koko entered observer.
[21:27:59	][IC] John Veles: To ja, otwórzcie drzwi.
[21:28:01	][IC] Takajin Amano: Co powiesz na to?
[21:28:07	][IC] Takajin Amano: Aaaaaaa!
[21:28:09	][IC] John Veles: Podejmijmy walkę z Kombinatem, co doktorku? Prosto do ich wszechświata, co ty na to??
[21:28:12	][IC] Takajin Amano: Nadciągają!
[21:28:13	]Adrian Koko exited observer at their location.
[21:28:21	][IC] John Veles: Hej.
[21:28:25	][Y] Takajin Amano: Bombardują nas!
[21:28:27	][IC] John Veles: Nie wiem. Brzmi jak coś, co powiedziałyby Vorty.
[21:28:28	][Y] Takajin Amano: Bombardują nas!
[21:28:34	][Y] Takajin Amano: Bombardują nas, bombardują nas, bombardują nas!
[21:28:38	][IC] Takajin Amano: Aaaaaaa!
[21:28:41	][IC] John Veles: Czy jest sens kontynuować?
[21:28:43	]Austin Adamczyk has given himself a ration.
[21:28:43	]Austin Adamczyk has gained a 'Racja żywnościowa' #1099.
[21:28:45	][Y] Takajin Amano: Bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas!
[21:28:49	]Takajin Amano has critically hit John Veles in the stomach dealing 17 damage (CritChance was 0.92).
[21:28:49	]John Veles has taken 17 damage from Takajin Amano.
[21:29:01	][Y] Takajin Amano: Długo tu nie wytrzymamy!
[21:29:04	][Y] Takajin Amano: Za tobą!
[21:29:08	][Y] Takajin Amano: Aaaaaaa!
[21:29:12	]Adrian Koko entered observer.
[21:29:13	][Y] Takajin Amano: Nadciągają manhacki!
[21:29:19	]Austin Adamczyk opened the 'Trash Bin' #153 container.
[21:29:22	]Austin Adamczyk has transferred a 'Ciemnoszara kraciasta kurtka' #1096 to a container with the name 'Trash Bin' #153.
[21:29:22	]Austin Adamczyk closed the 'Trash Bin' #153 container.
[21:29:23	][W] Takajin Amano: Gdyby tylko ktoś dałby mi drugą szansę przeżyć moje życie jeszcze raz.....
[21:29:30	][Y] Takajin Amano: Uważaj co robisz!
[21:29:30	][IC] John Veles: Zazwyczaj się nie zakładam, ale szanse nie są zbyt duże.
[21:29:38	][Y] Takajin Amano: Jeden z nas leży, bombardują nas!
[21:29:41	][IC] John Veles: Chcesz się założyć?
[21:29:50	][IC] Takajin Amano: Mądra rada: zachowaj to dla siebie.
[21:29:53	]Takajin Amano has critically hit John Veles in the head dealing 17 damage (CritChance was 0.92).
[21:29:53	]John Veles has taken 17 damage from Takajin Amano.
[21:29:57	][IC] John Veles: Znowu gadasz do siebie.
[21:30:01	][IC] Takajin Amano: Sory.
[21:30:07	][IC] John Veles: Zamknij się.
[21:30:10	][IC] Takajin Amano: Rany... Déjà vu.
[21:30:11	]Takajin Amano has critically hit John Veles in the head dealing 17 damage (CritChance was 0.92).
[21:30:11	]John Veles has taken 17 damage from Takajin Amano.
[21:30:12	][IC] John Veles: Zamknij się w końcu!
[21:30:15	][IC] Takajin Amano: Czujesz? Ja czuję!
[21:30:22	][Y] Takajin Amano: No dawaj!
[21:30:31	][IC] John Veles: Od dawna już nic nie czuję.
[21:30:35	][IC] Takajin Amano: Nie widzisz, że coś robię?
[21:30:39	][IC] John Veles: Nie..
[21:30:41	][IC] Takajin Amano: Mam to wziąć do siebie?
[21:30:43	][IC] John Veles: Nie..
[21:30:46	][IC] Takajin Amano: Czas odpłacić pięknym za nadobne!
[21:30:50	][IC] John Veles: Wymyślisz kiedyś coś własnego?
[21:30:50	]Takajin Amano has hit John Veles in the head dealing 13 damage (CritChance was 0.92).
[21:30:50	]John Veles has taken 13 damage from Takajin Amano.
[21:30:53	][IC] Takajin Amano: No.
[21:30:57	][IC] Takajin Amano: Nie! Nieee!
[21:31:00	][IC] John Veles: Nie patrz tak na mnie.
[21:31:02	][IC] Takajin Amano: Dlatego znosimy twoją obecność.
[21:31:09	]Austin Adamczyk ran 'Open' on item 'Racja żywnościowa' (#1099)
[21:31:09	]Austin Adamczyk has gained a 'Syntetyczna papka' #1100.
[21:31:09	]Austin Adamczyk has gained a 'Woda Breena' #1101.
[21:31:09	]Austin Adamczyk has gained a 'Podstawowy kupon na Kredyty.' #1102.
[21:31:10	]Adrian Koko exited observer at their location.
[21:31:11	][IC] Takajin Amano: Pomyśleć, że całym moim celem w życiu miało być sprzedawanie ubezpieczeń.
[21:31:13	]Austin Adamczyk ran 'Consume' on item 'Woda Breena' (#1101)
[21:31:13	]Austin Adamczyk has gained a 'Pusta puszka po wodzie Breen'a' #1103.
[21:31:13	][IC] Adrian Koko: Zamknij się.
[21:31:14	]Austin Adamczyk ran 'Consume' on item 'Syntetyczna papka' (#1100)
[21:31:14	]Austin Adamczyk has gained a 'Pusty słoik' #1104.
[21:31:15	][IC] John Veles: I na co to?
[21:31:15	]Takajin Amano has critically hit John Veles in the head dealing 17 damage (CritChance was 0.92).
[21:31:15	]John Veles has taken 17 damage from Takajin Amano.
[21:31:16	][IC] Adrian Koko: Zamknij się.
[21:31:20	]Austin Adamczyk ran 'Use' on item 'Podstawowy kupon na Kredyty.' (#1102)
[21:31:22	]Austin Adamczyk has used a coupon at a ration dispenser, gaining 15 credits.
[21:31:22	][IC] Adrian Koko: Zamknij się.
[21:31:24	][Y] Takajin Amano: Bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas!
[21:31:28	][IC] John Veles: Też ci sposób na śmierć.
[21:31:34	]Takajin Amano has taken 5 damage from Adrian Koko.
[21:31:34	]Adrian Koko zranił Takajin Amano, zadając 5.0039 za pomocą ix_hands
[21:31:36	]Takajin Amano has taken 5 damage from Adrian Koko.
[21:31:36	]Adrian Koko zranił Takajin Amano, zadając 5.0042 za pomocą ix_hands
[21:31:36	]Takajin Amano has critically hit Adrian Koko in the right arm dealing 15 damage (CritChance was 0.92).
[21:31:36	]Adrian Koko has taken 15 damage from Takajin Amano.
[21:31:36	]Adrian Koko is fully healed.
[21:31:37	]Takajin Amano has critically hit Adrian Koko dealing 17 damage (CritChance was 0.92).
[21:31:37	]Adrian Koko has taken 17 damage from Takajin Amano.
[21:31:39	][Y] Takajin Amano: Bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas!
[21:31:40	][IC] John Veles: Długo tu nie wytrzymamy!
[21:31:41	]Adrian Koko is fully healed.
[21:31:42	][PICKUP DISPENSER] tomasz hedzik ( Austin Adamczyk ) picked up an item from the pickup dispenser.
[21:31:42	]Austin Adamczyk has gained a 'Klucz do mieszkania' #1105.
[21:31:42	]Takajin Amano has critically hit Adrian Koko in the chest dealing 17 damage (CritChance was 0.92).
[21:31:42	]Adrian Koko has taken 17 damage from Takajin Amano.
[21:31:46	][IC] John Veles: To się idealnie nada!
[21:31:46	]Adrian Koko is fully healed.
[21:31:50	]Austin Adamczyk ran 'Assign' on item 'Klucz do mieszkania' (#1105)
[21:31:51	][Y] Takajin Amano: Bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas!
[21:31:52	][IC] John Veles: O mój Boże, nadchodzą z każdej strony!
[21:31:56	]Adrian Koko entered observer.
[21:32:00	][IC] John Veles: Czasem zastanawiam się, jak tu się z wami znalazłem.
[21:32:03	][Y] Takajin Amano: Jeden z nas leży, bombardują nas!
[21:32:06	][IC] John Veles: Czasem zastanawiam się, jak tu się z wami znalazłem.
[21:32:09	]Takajin Amano has taken 5 damage from Adrian Koko.
[21:32:09	]Adrian Koko zranił Takajin Amano, zadając 5.0045 za pomocą ix_hands
[21:32:10	][Y] Takajin Amano: Długo tu nie wytrzymamy!
[21:32:15	]John Veles has taken 5 damage from Adrian Koko.
[21:32:15	]Adrian Koko zranił John Veles, zadając 5.0048 za pomocą ix_hands
[21:32:17	]John Veles has taken 5 damage from Adrian Koko.
[21:32:17	]Adrian Koko zranił John Veles, zadając 5.0051 za pomocą ix_hands
[21:32:18	][IC] John Veles: Jesteś w samą porę. Musimy się stąd wydostać, zanim zostaniemy odkryci.
[21:32:18	]John Veles was knocked unconscious and is bleeding out.
[21:32:18	]Adrian Koko zranił John Veles, zadając 5.0054 za pomocą ix_hands
[21:32:21	][Y] Takajin Amano: Bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas!
[21:32:24	][IC] John Veles: Ratuj się kto może!
[21:32:32	][IC] John Veles: Bombardują nas, ratuj się kto może!
[21:32:34	][Y] Takajin Amano: Bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas!
[21:32:45	]Takajin Amano has taken 5 damage from Adrian Koko.
[21:32:45	]Adrian Koko zranił Takajin Amano, zadając 5.0057 za pomocą ix_hands
[21:32:47	][Y] Takajin Amano: Bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas!
[21:32:52	]Adrian Koko exited observer at their location.
[21:32:55	]Takajin Amano has taken 5 damage from Adrian Koko.
[21:32:55	]Adrian Koko zranił Takajin Amano, zadając 5.006 za pomocą ix_hands
[21:33:05	]Takajin Amano has taken 37 damage from Adrian Koko.
[21:33:06	]Takajin Amano was knocked unconscious and is bleeding out.
[21:33:06	][Y] Takajin Amano: Bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas, bombardują nas!
[21:33:08	]Takajin Amano was killed while bleeding out.
[21:33:08	]Adrian Koko has killed Takajin Amano with player.
[21:33:13	]John Veles was just killed due to: accepting their death
[21:33:21	]Takajin Amano entered observer.
[21:33:26	]Adrian Koko entered observer.
[21:33:26	]Takajin Amano exited observer at their location.
[21:33:32	]John Veles entered observer.
[21:33:35	]Adrian Koko used command '/CharDesc'.
[21:33:43	]John Veles exited observer at their location.
[21:33:44	]John Veles entered observer.
[21:33:45	]John Veles exited observer at their location.
[21:33:47	][INFESTATION] Takajin Amano (STEAM_0:0:50287200)  has entered Infestation Edit Mode.
[21:33:47	]Takajin Amano used command '/InfestationEdit'.
[21:33:48	]Takajin Amano entered observer.
[21:33:49	]Takajin Amano exited observer at their location.
[21:33:49	]Takajin Amano entered observer.
[21:33:55	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[21:34:06	]Adrian Koko exited observer at their location.
[21:34:07	]Adrian Koko entered observer.
[21:34:07	]Adrian Koko exited observer at their location.
[21:34:07	]Adrian Koko entered observer.
[21:34:14	]Adrian Koko exited observer at their location.
[21:34:14	]Adrian Koko entered observer.
[21:34:15	]Adrian Koko exited observer at their location.
[21:34:15	]Adrian Koko entered observer.
[21:34:16	]Adrian Koko exited observer at their location.
[21:34:17	]Adrian Koko entered observer.
[21:34:18	]Adrian Koko exited observer at their location.
[21:34:19	]Adrian Koko entered observer.
[21:34:20	][INFESTATION] Takajin Amano (STEAM_0:0:50287200) has exited Infestation Edit Mode.
[21:34:20	]Adrian Koko exited observer at their location.
[21:34:21	]Adrian Koko entered observer.
[21:34:23	]Adrian Koko exited observer at their location.
[21:34:24	]Adrian Koko entered observer.
[21:34:30	]Adrian Koko exited observer at their location.
[21:34:30	]Adrian Koko entered observer.
[21:34:32	]Takajin Amano exited observer at their location.
[21:34:33	]Takajin Amano entered observer.
[21:34:33	]Takajin Amano exited observer at their location.
[21:34:34	]Adrian Koko exited observer at their location.
[21:34:34	]Takajin Amano entered observer.
[21:34:35	]Adrian Koko entered observer.
[21:34:36	]Adrian Koko exited observer at their location.
[21:34:37	]Adrian Koko entered observer.
[21:34:38	]Adrian Koko exited observer at their location.
[21:34:38	]Takajin Amano exited observer at their location.
[21:34:38	]Adrian Koko entered observer.
[21:34:39	]Adrian Koko exited observer at their location.
[21:34:40	]Adrian Koko entered observer.
[21:34:41	]Adrian Koko exited observer at their location.
[21:34:41	]Adrian Koko entered observer.
[21:34:42	]Adrian Koko exited observer at their location.
[21:34:43	]Adrian Koko entered observer.
[21:34:44	]Adrian Koko exited observer at their location.
[21:34:44	]Adrian Koko entered observer.
[21:34:46	]Adrian Koko exited observer at their location.
[21:34:46	]Adrian Koko entered observer.
[21:34:48	]Adrian Koko exited observer at their location.
[21:34:49	]Adrian Koko entered observer.
[21:34:55	]Takajin Amano entered observer.
[21:34:56	][INFESTATION] John Veles (STEAM_0:1:57940784)  has entered Infestation Edit Mode.
[21:34:56	]John Veles used command '/InfestationEdit'.
[21:34:56	][INFESTATION] Takajin Amano (STEAM_0:0:50287200)  has entered Infestation Edit Mode.
[21:34:56	]Takajin Amano used command '/InfestationEdit'.
[21:34:57	]Adrian Koko exited observer at their location.
[21:34:57	]Adrian Koko entered observer.
[21:34:58	]Adrian Koko exited observer at their location.
[21:34:58	]Adrian Koko entered observer.
[21:34:59	]Adrian Koko exited observer at their location.
[21:34:59	]Adrian Koko entered observer.
[21:35:00	]Adrian Koko exited observer at their location.
[21:35:00	]Adrian Koko entered observer.
[21:35:06	]Adrian Koko exited observer at their location.
[21:35:08	][IC] Adrian Koko: Ty.
[21:35:11	][IC] Adrian Koko: Stoj.
[21:35:15	]John Veles entered observer.
[21:35:16	]Adrian Koko entered observer.
[21:35:20	][INFESTATION] Takajin Amano (STEAM_0:0:50287200) has exited Infestation Edit Mode.
[21:35:27	]Takajin Amano exited observer at their location.
[21:35:27	]Takajin Amano entered observer.
[21:35:27	]Takajin Amano exited observer at their location.
[21:35:30	]Takajin Amano ran SAM command 'slay' with arguments: '^'
[21:35:32	]Takajin Amano entered observer.
[21:35:35	]Takajin Amano used command '/AreaEdit'.
[21:35:41	]Adrian Koko exited observer at their location.
[21:35:41	]Adrian Koko entered observer.
[21:35:57	]Adrian Koko exited observer at their location.
[21:35:57	]Adrian Koko entered observer.
[21:35:59	]Adrian Koko exited observer at their location.
[21:36:00	]Adrian Koko entered observer.
[21:36:02	]Adrian Koko exited observer at their location.
[21:36:02	]Adrian Koko entered observer.
[21:36:03	][INFESTATION] John Veles (STEAM_0:1:57940784) has exited Infestation Edit Mode.
[21:36:06	]Adrian Koko exited observer at their location.
[21:36:06	]Adrian Koko entered observer.
[21:36:09	]Adrian Koko exited observer at their location.
[21:36:09	]Adrian Koko entered observer.
[21:36:23	]Adrian Koko has spawned a 'NPC [643][npc_monk]'.
[21:36:25	]John Veles has pressed the "CA_SocialInfection" map button.
[21:37:14	]Adrian Koko exited observer at their location.
[21:37:15	]Adrian Koko entered observer.
[21:38:46	]Takajin Amano exited observer at their location.
[21:38:52	]Takajin Amano entered observer.
[21:38:58	]Adrian Koko exited observer at their location.
[21:38:59	]Adrian Koko entered observer.
[21:39:00	]Adrian Koko exited observer at their location.
[21:39:00	]Adrian Koko entered observer.
[21:39:02	]Adrian Koko exited observer at their location.
[21:39:03	]Adrian Koko entered observer.
[21:39:03	]Adrian Koko exited observer at their location.
[21:39:03	]Adrian Koko entered observer.
[21:39:04	]Adrian Koko exited observer at their location.
[21:39:05	]Adrian Koko entered observer.
[21:39:40	]Takajin Amano used command '/CharSetGasPoints koko 60'.
[21:40:42	]Takajin Amano has removed area "Stacja Kolejowa".
[21:40:44	]Adrian Koko exited observer at their location.
[21:40:48	]Takajin Amano used command '/CharSetGasPoints koko 60'.
[21:40:55	]Adrian Koko entered observer.
[21:41:01	]Adrian Koko exited observer at their location.
[21:41:01	]Adrian Koko entered observer.
[21:41:27	]John Veles used command '/AreaEdit'.
[21:41:29	]Austin Adamczyk przeszedł w tryb AFK.
[21:41:46	]Takajin Amano exited observer at their location.
[21:41:51	]Takajin Amano entered observer.
[21:42:57	]Adrian Koko used command '/CharSetGasPoints ^ 0'.
[21:43:10	]John Veles has added area "Victory Square".
[21:43:16	]John Veles exited observer at their location.
[21:43:16	]John Veles entered observer.
[21:43:17	]John Veles exited observer at their location.
[21:43:24	]John Veles entered observer.
[21:43:32	]Takajin Amano exited observer at their location.
[21:43:32	]Takajin Amano entered observer.
[21:43:36	]Takajin Amano exited observer at their location.
[21:43:36	]Takajin Amano entered observer.
[21:43:39	]John Veles exited observer at their location.
[21:43:45	]John Veles entered observer.
[21:43:51	]Adrian Koko exited observer at their location.
[21:43:51	]Adrian Koko entered observer.
[21:43:55	]Takajin Amano exited observer at their location.
[21:43:58	]Adrian Koko exited observer at their location.
[21:43:59	]Adrian Koko entered observer.
[21:44:08	]Takajin Amano entered observer.
[21:44:20	]Takajin Amano exited observer at their location.
[21:44:25	]Takajin Amano entered observer.
[21:44:41	]Takajin Amano exited observer at their location.
[21:44:49	]John Veles has added area "Willard Street".
[21:44:53	]Adrian Koko exited observer at their location.
[21:44:53	]Adrian Koko entered observer.
[21:45:13	]Adrian Koko exited observer at their location.
[21:45:13	]Adrian Koko entered observer.
[21:45:15	]Adrian Koko exited observer at their location.
[21:45:16	]Adrian Koko entered observer.
[21:45:37	]Takajin Amano entered observer.
[21:45:37	]Takajin Amano exited observer at their location.
[21:45:58	]John Veles has removed area "Willard Street".
[21:46:13	]Takajin Amano entered observer.
[21:46:14	]Takajin Amano exited observer at their location.
[21:46:32	]Takajin Amano entered observer.
[21:47:32	]Lorf has unloaded their "Adrian Koko" character.
[21:47:35	]Lorf loaded the character 'S10/EOW.KING-11'
[21:47:36	]S10/EOW.KING-11 entered observer.
[21:47:40	]S10/EOW.KING-11 is fully healed.
[21:48:55	]Takajin Amano exited observer at their location.
[21:48:57	]John Veles has added area "Południowa Część Willard Street  ".
[21:49:03	]Takajin Amano entered observer.
[21:49:04	]Takajin Amano exited observer at their location.
[21:49:16	]Takajin Amano entered observer.
[21:49:33	]S10/EOW.KING-11 exited observer at their location.
[21:49:33	]S10/EOW.KING-11 entered observer.
[21:49:47	]John Veles has added area "Zachodnia Część Willard Street".
[21:49:52	]John Veles exited observer at their location.
[21:50:08	]Takajin Amano exited observer at their location.
[21:50:09	]Takajin Amano entered observer.
[21:50:10	]Takajin Amano exited observer at their location.
[21:50:11	]Takajin Amano entered observer.
[21:50:12	]Takajin Amano exited observer at their location.
[21:50:13	]Takajin Amano entered observer.
[21:50:23	]John Veles entered observer.
[21:50:38	]John Veles exited observer at their location.
[21:50:40	]John Veles entered observer.
[21:52:06	]John Veles has added area "Plac Nexusa".
[21:52:11	]John Veles exited observer at their location.
[21:52:13	]John Veles entered observer.
[21:52:14	]John Veles exited observer at their location.
[21:52:15	]John Veles entered observer.
[21:52:24	]John Veles exited observer at their location.
[21:52:28	]Takajin Amano exited observer at their location.
[21:52:29	]Takajin Amano entered observer.
[21:52:30	]Takajin Amano exited observer at their location.
[21:52:31	]Takajin Amano entered observer.
[21:52:32	]John Veles entered observer.
[21:52:33	]Takajin Amano exited observer at their location.
[21:52:34	]Takajin Amano entered observer.
[21:52:35	]Takajin Amano exited observer at their location.
[21:52:35	]Takajin Amano entered observer.
[21:52:35	]Takajin Amano exited observer at their location.
